name,address,contact_person,telephone,fax,email,website,organisation,organisation_website
"Kindertagesstätte ""Bienenhaus"", Burkau OT Uhyst a. T.","Am Neubau 12
01906 Burkau OT Uhyst a. T.",Leiterin : Anne-Katrin Mosch,0359538353,,bienenhaus@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Bimmelbahn"", Bautzen","Tzschirnerstraße 7
02625 Bautzen",Leiterin Kita: Sarah Paul,0359144101,0359144101,bimmelbahn@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Brückenmännchen"", Demitz-Thumitz","Bahnhofstraße 15
01877 Demitz-Thumitz",Leiterin Kita: Kerstin Pein,03594716604,035947795500,brueckenmaennchen@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Buratino"", Wechselburg","Am Rathaus 12
09306 Wechselburg",Leiterin: Mona Kramer,037384 / 2 49,037384 / 8 47 17,buratino@awo-zwickau.de,http://https://www.awo-zwickau.de/kita-hort/kita-buratino,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Kindertagesstätte ""Buratino"", Marienberg","Goethering 5
09496 Marienberg",Frau: Ramona Gentsch,03735 22364,03735 22364,ramona.gentsch@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/kindertagesstaetten/buratino,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Kindertagesstätte ""Freundschaft"", Delitzsch","J.-R.-Becher-Str. 20
04509 Delitzsch",Leiterin: Fatima Märtig,034202/374611,034202/374612,kita.freundschaft@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Kindertagesstätte ""Geschwister Scholl"", Hohenstein-Ernstthal","A.-Bebel-Straße  3
09337 Hohenstein-Ernstthal",Leiterin: Michael Gobsch,03723 / 4 70 82,03723 / 62 81 94,geschwister.scholl@awo-zwickau.de,http://https://www.awo-zwickau.de/kita-hort/kindertagesstaette-geschwister-scholl,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Kindertagesstätte ""Haus der kleinen Entdecker"", Lomnitz","Lomnitzer Hauptstraße 27
01454 Lomnitz",Leiterin: Sabine Klimpel,03528/ 73665,03528/ 70716,kita.lomnitz@awo-radeberg.de,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Kindertagesstätte ""Haus Sonnenschein"", Löbau","Lindenstraße 1
02708 Löbau",Leiterin: Anke Gruhl,03585/832780,03585/452123,sonnenschein@awo-oberlausitz.de,http://awo-oberlausitz.de/kindertagesstaetten/haus-sonnenschein-loebau/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kindertagesstätte ""Hummelburg"", Großpostwitz","Spreetal 4
02692 Großpostwitz",Leiterin Kita: Christin Schumann,03593850246,03593857890,hummelburg@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Jäckelknirpse"", Löbau OT Ebersdorf","Am Sportplatz 13
02708 Löbau OT Ebersdorf",Leiterin: Sarah Weber,03585/481222,03585/452130,jaeckelknirpse@awo-oberlausitz.de,http://awo-oberlausitz.de/kindertagesstaetten/jaeckelknirpse-ebersdorf/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kindertagesstätte ""Kinderhaus am Regenbogen"", Kossa","Görschlitzer Weg 20
04849 Kossa",Leiterin: Silvana Klugmann,034243/26143,034243/26143,kita.kinderhausamregenbogen@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Kindertagesstätte ""Kinderhaus Sonnenschein"", Schwarzenberg","Lerchenstraße 1 – 3
08340 Schwarzenberg",Frau: Stefanie Thomas,03774 61022,03774 1764822,stefanie.thomas@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/kindertagesstaetten/kinderhaus-sonnenschein,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Kindertagesstätte ""Kinderhaus"", Jonsdorf","Zittauer Straße 49
02796 Jonsdorf",Leiterin: Anna Hausmann,035844/70637,035844/76832,kinderhaus@awo-oberlausitz.de,http://awo-oberlausitz.de/kindertagesstaetten/kinderhaus-jonsdorf/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kindertagesstätte ""Kinderland"", Leipzig","Garskestraße 17
04205 Leipzig",Leiter Kita: Enrico Barthel,0341/4121132,0341/4205920,kita-kinderland@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/kindertagesstaetten/unser-konzept/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Kindertagesstätte ""Kinderland"", Breitenbrunn/ OT Rittersgrün","Karlsbader Straße 55 E
08359 Breitenbrunn/ OT Rittersgrün",Frau: Annett Lippert,037757 7412,037757 18559,annett.lippert@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/kindertagesstaetten/kinderland,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Kindertagesstätte ""Kinderland"", Großschönau","Gerichtsstraße 2
02779 Großschönau",Leiterin: Marika Dahms,035841/2430,035841/63063,kinderland@awo-oberlausitz.de,http://awo-oberlausitz.de/kindertagesstaetten/kinderland-grossschoenau/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kindertagesstätte ""Kinderland"", Weischlitz","Taltitzer Straße 33
08538 Weischlitz",Leiterin: Andrea Hiller,037436/2602,037436/20820,kita-weischlitz@awo-vogtland.de,http://www.awo-vogtland.de,AWO Plauen-Vogtland gGmbH,http://https://www.awo-vogtland.de/
"Kindertagesstätte ""Kinderparadies"" Integrationseinrichtung, Chemnitz","Clara-Zetkin-Straße 1
09111 Chemnitz",Frau: Daniela Eismann,0371 6956290,,kita.kinderparadies@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/kitas/kita-kindertagesstaette-kinderparadies,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Kindertagesstätte ""Klosterzwerge"", Grünhain-Beierfeld","Zwönitzer Straße 38
08344 Grünhain-Beierfeld",Frau: Sandra Friedrich,03774 62278,03774 662278,klosterzwerge@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/kindertagesstaetten/klosterzwerge,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Kindertagesstätte ""Knirpsenburg"", Plauen","A.-Schweitzer-Straße 35
08529 Plauen",Leiterin: Sylvia Ladek-Seifert,03741/441001,03741/719202,kita-knirpsenburg@awo-vogtland.de,http://www.awo-vogtland.de,AWO Plauen-Vogtland gGmbH,http://https://www.awo-vogtland.de/
"Kindertagesstätte ""Knirpsenland"", Ebersbach-Neugersdorf","Fröbelstraße 9
02727 Ebersbach-Neugersdorf",Leiterin: Verena Dähne-Bartsch,03586/702890,03585/7072962,knirpsenland@awo-oberlausitz.de,http://awo-oberlausitz.de/kindertagesstaetten/knirpsenland-neugersdorf/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kindertagesstätte ""Knirpsenland"", Lößnitz","Südstraße 2
08294 Lößnitz",Frau: Jasmin Schuster,03771 32128,03771 340699,knirpsenland@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/kindertagesstaetten/knirpsenland,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Kindertagesstätte ""Knirpsenland"", Bautzen","Fr.-Joliot-Curie-Straße 63
02625 Bautzen",Leiterin Kita: Ursula Handrik,0359122184,03591678858,knirpsenland@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Körsegeister, Kirschau","Zittauer Straße 6a
02681 Kirschau",Leiterin Kita: Bettina Mieth,03592502568,03592542900,koersegeister@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Kükenhaus"", Burkau","Schulstraße 4a
01906 Burkau",Leiterin Kita: Nicole Giebelhäuser,0359535229,035953269970,kuekenhaus@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Kunterbunte Villa"", Schkeuditz            OT Glesien","Kölsaer Str. 4
04435 Schkeuditz            OT Glesien",Leiterin: Marion Kränkel,034207/41011,034207/41011,kita.kunterbuntevilla@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Kindertagesstätte ""Landmäuse"", Delitzsch              OT Döbernitz","Am Dorfanger 14
04509 Delitzsch              OT Döbernitz",Leiterin: Marco Schönfelder,034202/301180,034202/301181,kita.landmaeuse@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Kindertagesstätte ""Lauschezwerge"", Großschönau OT Waltersdorf","Herrenwalder Straße 1
02799 Großschönau OT Waltersdorf",Leiterin: Denise Mayer,035841/72866,035841/72867,lauschezwerge@awo-oberlausitz.de,http://awo-oberlausitz.de/kindertagesstaetten/lauschezwerge-waltersdorf/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kindertagesstätte ""Lößnig II"", Leipzig","Kurt-Tucholsky-Straße 12
04279 Leipzig",Leiterin Kita: Anke Wedler,0341/3301702,0341/3301702,kita-loessnig@awo-leipzig-stadt.de,http://www.awo-leipzig-stadt.de/kindertagesstaetten/unser-konzept/,AWO Kreisverband Leipzig-Stadt e.V.,http://www.awo-leipzig-stadt.de
"Kindertagesstätte ""Löwenzahn"" , Drebach","Am Zechengrund 4
09430 Drebach",Leiterin: Manuela Schwalbe,037341/48230,,manuela.schwalbe@awo-annaberg.de,,AWO Kreisverband Annaberg/Mittleres Erzgebirge e.V.,http://www.awo-annaberg.de
"Kindertagesstätte ""Märchenland"", Bad Düben","Postweg 6
04849 Bad Düben",Leiterin: Susanne Kleinstück,034243/23082,034243/342329,kita.maerchenland@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Kindertagesstätte ""Maria Kubasch"", Radibor","Unter den Eichen 2
02627 Radibor",Leiter Kita: Frank Schneider,0359353326,0359353326,mariakubasch@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Mittelbacher Zwergenland"", Chemnitz","Hofer Straße 17
09224 Chemnitz",Frau: Karin Friedrich,0371 850373,,kita.zwergenland@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/kitas/kita-kindertagesstaette-mittelbacher-zwergenland,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Kindertagesstätte ""Mühlenmäuse"", Authausen","Hauptstraße 57
04849 Authausen",Leiterin: Silvana Klugmann,034243/289618,034243/26143,kita.kinderhausamregenbogen@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Kindertagesstätte ""Oberlandknirpse"", Ebersbach-Neugersdorf","Sachsenstraße 45
02730 Ebersbach-Neugersdorf",Leiterin: Andrea Krische,03586 362171,,oberlandknirpse@awo-oberlausitz.de,http://awo-oberlausitz.de/kindertagesstaetten/oberlandknirpse-ebersbach/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kindertagesstätte ""Pfiffikus"", Großhennersdorf","Bernstädter Straße 20
02747 Großhennersdorf",Leiter: Alexander Weise,038573/2638,038573/366533,pfiffikus-grosshennerdorf@awo-oberlausitz.de,http://awo-oberlausitz.de/kindertagesstaetten/pfiffikus-grosshennersdorf/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kindertagesstätte ""Pumuckl"", Cunewalde OT Weigsdorf-Köblitz","Matschenstraße 1a
02733 Cunewalde OT Weigsdorf-Köblitz",Leiterin Kita: Angela Grellmann,03587724337,03587789721,pumuckl@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Pusteblume"", Frankenthal","Alte Straße 8
01909 Frankenthal",Leiterin Kita: Ines Neugebauer,03595453390,03595453390,pusteblume@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Rappelkiste"", Marienberg","Straße des Kindes 14
09496 Marienberg",Frau: Katrin Schneider,03735 65993,03735 661402,rappelkiste@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/kindertagesstaetten/rappelkiste,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Kindertagesstätte ""Regenbogen"", Crimmitschau","Am Koberbach 38
08451 Crimmitschau",Frau: Kerstin Günther,036608/20151,036608/20150,regenbogen@awo-zwickau.de,http://https://www.awo-zwickau.de/kita-hort/kita-regenbogen,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Kindertagesstätte ""Schlumpfhausen"", Hohenstein-Ernstthal","Südstraße 17
09337 Hohenstein-Ernstthal",Leiterin: Nadine Luther,03723 / 66 57 79,03723 / 67 91 00,schlumpfhausen@awo-zwickau.de,http://https://www.awo-zwickau.de/kita-hort/kita-schlumpfhausen,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Kindertagesstätte ""Sonneneck"", Hochkirch","Zum Sportplatz 9
02627 Hochkirch",Anprechpartnerin: Sarah Anders,03593981320,03593985620,sonneneck@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Sonnenkäfer"", Hohenstein-Ernstthal OT Wüstenbrand","Hohensteiner Str. 3
09337 Hohenstein-Ernstthal OT Wüstenbrand",Leiterin: Petra Mros,03723 / 71 19 37,,sonnenkaefer@awo-zwickau.de,http://https://www.awo-zwickau.de/kita-hort/kita-sonnenkaefer,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Kindertagesstätte ""Sonnenland"", Delitzsch","Birkenweg 1
04509 Delitzsch",Leiterin: Gina-Maria Ehrlich,034202/58212,034202/35728,kita.sonnenland@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Kindertagesstätte ""Spaßvogel"", Zwickau","Uthmannstraße 25
08064 Zwickau",Leiterin: Jacqueline Kühn,0375 / 78 07 14,0375 / 2 11 81 27,spassvogel@awo-zwickau.de,http://https://www.awo-zwickau.de/kita-hort/kita-spassvogel,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Kindertagesstätte ""Spatzenhaus"", Bad Düben","Schmiedeberger Str. 20
04849 Bad Düben",Leiterin: Simone Walter,034243/22100,034243/22101,kita.spatzenhaus@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Kindertagesstätte ""Spatzennest"", Limbach-Oberfrohna","Hohensteiner Str. 3a
09212 Limbach-Oberfrohna",Leiterin: Ivonne Arndt,03722 / 9 58 35,03722 / 50 35 96,spatzennest@awo-zwickau.de,http://https://www.awo-zwickau.de/kita-hort/kita-spatzennest,AWO Kreisverband Zwickau e.V.,http://www.awo-suedwestsachsen.de
"Kindertagesstätte ""Spatzennest"", Aue","Glück-Auf-Weg 20
08280 Aue",Frau: Bianca Panhans,03771 51471,03771 565841,spatzennest@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/kindertagesstaetten/spatzennest,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Kindertagesstätte ""Spatzennest"", Radibor OT Milkel","Klixer Straße 20
02627 Radibor OT Milkel",Leiterin Kita: Ramona Schmidt,0359346375,0359346375,spatzennest@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Spatzennest"", Zittau","Carpzovstraße 9a
02763 Zittau",Leiterin: Andrea Klose,03583/704233,03583/516455,spatzennest@awo-oberlausitz.de,http://awo-oberlausitz.de/kindertagesstaetten/spatzennest-zittau/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kindertagesstätte ""Spatzennest"", Neusalza-Spremberg OT Friedersdorf","Am Gemeindeberg 1
02742 Neusalza-Spremberg OT Friedersdorf",Leiterin: Michaela  Teichert,035872/32777,035872/41673,spatzennest-friedersdorf@awo-oberlausitz.de,http://awo-oberlausitz.de/kindertagesstaetten/spatzennest-friedersdorf/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kindertagesstätte ""Spatzentreff"", Schkeuditz            OT Radefeld","Am Unteren Anger 23
04435 Schkeuditz            OT Radefeld",Leiterin: Silvia Schüller,034207/72611,034207/72611,kita.spatzentreff@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Kindertagesstätte ""Spielhäusel"", Dürrhennersdorf","Schulweg 8
02708 Dürrhennersdorf",Leiterin: Julia Bock,035872/39699,035872/41379,spielhaeusel@awo-oberlausitz.de,http://awo-oberlausitz.de/kindertagesstaetten/spielhaeusel-duerrhennersdorf/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kindertagesstätte ""Spreequellspatzen"", Ebersbach-Neugersdorf","Breitscheidstraße 22
02727 Ebersbach-Neugersdorf",Leiterin: Annett Berndt,03586/702114,03586/390178,spreequellspatzen@awo-oberlausitz.de,http://awo-oberlausitz.de/kindertagesstaetten/spreequellspatzen-neugersdorf/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kindertagesstätte ""Vorschulzwerge"" , Königswalde","Jöhstädter Straße 9A
09471 Königswalde",Leiterin: Susanne Groschopp,03733/506860,,susanne.groschopp@awo-annaberg.de,,AWO Kreisverband Annaberg/Mittleres Erzgebirge e.V.,http://www.awo-annaberg.de
"Kindertagesstätte ""Weberschiffchen"", Großröhrsdorf","Bandweberstraße 105
01900 Großröhrsdorf",Frau: Anja Birke,015237265303,,weberschiffchen@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Weg ins Leben"", Johanngeorgenstadt","Christian-Gottlob-Wild-Straße 21
08349 Johanngeorgenstadt",Frau: Antje Saffert,03773 882600,03773 882600,antje.saffert@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/kindertagesstaetten/weg-ins-leben,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Kindertagesstätte ""Weg ins Leben"" (Hort), Johanngeorgenstadt","Schulstraße 15
08349 Johanngeorgenstadt",Frau: Antje Saffert,03773 882473,03773 882473,antje.saffert@awo-erzgebirge.de,http://https://www.awo-erzgebirge.de/index.php/angebote/kindertagesstaetten/weg-ins-leben,AWO Kreisverband Aue/Schwarzenberg e.V.,http://www.awo-erzgebirge.de
"Kindertagesstätte ""Wichtelland"", Cunewalde","Friedensaue 29
02733 Cunewalde",Leiterin Kita: Ireen Friedrich,03587724389,03587724389,wichtelland@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Wirbelwind"", Pressel","Falkenberger Str. 3
04849 Pressel",Leiterin: Silvana Klugmann,034243/26291,034243/26143,kita.kinderhausamregenbogen@awo-nordsachsen.de,,AWO Kreisverband Nordsachsen e.V.,http://www.awo-nordsachsen.de
"Kindertagesstätte ""Wirbelwind"", Laußnitz","Schulstraße 5a
01936 Laußnitz",Leiterin: Madeleine Lindenau,035975/42154            ,035795/39594,kita.laussnitz@awo-radeberg.de,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Kindertagesstätte ""Zum Storchennest"", Görlitz","Neißetalstraße 6
02828 Görlitz",Leiterin: Heike Battefeld,03581/306090,03581/7612722,storchennest@awo-oberlausitz.de,http://awo-oberlausitz.de/kindertagesstaetten/zum-storchennest-ludwigsdorf/,AWO Kreisverband Oberlausitz e.V.,http://www.awo-oberlausitz.de
"Kindertagesstätte ""Zwergenhaus"", Königswalde","Oberer Gutsweg 2G
09471 Königswalde",Leiterin: Susanne Groschopp,03733/23678,,susanne.groschopp@awo-annaberg.de,,AWO Kreisverband Annaberg/Mittleres Erzgebirge e.V.,http://www.awo-annaberg.de
"Kindertagesstätte ""Zwergenland"" mit Hort, Schmölln-Putzkau","Brauereistraße 2
01877 Schmölln-Putzkau",Leiterin Kita: Bettina Kling,03594703491,03594785910,zwergenland@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ""Zwergenpark"" Rothnaußlitz, Demitz-Thumitz","Am Park 6 Rothnaußlitz
01877 Demitz-Thumitz",Frau: Sophie Buder,035930/50264,,zwergenpark@awo-bautzen.de,http://www.awo-bautzen.de,AWO Kreisverband Bautzen e.V.,http://www.awo-bautzen.de
"Kindertagesstätte ,,Spielwiese'', Plauen","Chrieschwitzer Straße 90
08525  Plauen",Einrichtungsleiterin: Sonnhild Köppen,03741 525747,03741 719294,kita-spielwiese@awo-vogtland.de,http://www.awo-vogtland.de,AWO Plauen-Vogtland gGmbH,http://https://www.awo-vogtland.de/
"Kindertagesstätte Anne Frank, Kamenz","Neschwitzer Str. 19 a
01917 Kamenz",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kindertagesstätte Brüderchen und Schwesterchen, Laubusch","Weststr. 9
02991 Laubusch",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kindertagesstätte Firlefanz, Lauta","J.-S.-Bach-Str. 10
02991 Lauta",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kindertagesstätte Haus „Sonnenschein“, Chemnitz","Rödelwaldstraße 20a
09123 Chemnitz",Frau: Silke Menzel,0371 2607096,0371 2607096,kita.sonnenschein@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/kitas/kita-kindertagesstaette-haus-sonnenschein,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Kindertagesstätte Kinderland, Bernsdorf","Marktstr. 8
02994 Bernsdorf",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kindertagesstätte Krabat Schwarzkollm, Hoyerswerda/OTSchwarzkollm","Am Teich 4
02977 Hoyerswerda/OTSchwarzkollm",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kindertagesstätte Krippe ""Bärenbande"" , Bärenstein","Krötenheerstraße 3
09471 Bärenstein",Leiterin: Lysann Schmidt,037347/1379,,lysann.schmidt@awo-annaberg.org,,AWO Kreisverband Annaberg/Mittleres Erzgebirge e.V.,http://www.awo-annaberg.de
"Kindertagesstätte Liegau-Augustusbad, Liegau-Augustusbad","Hauptstraße 71a
01454 Liegau-Augustusbad",Leiterin: Margrid Kühne,03528/ 447323,03528/ 418339,kita.liegau-augustusbad@awo-radeberg.de,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Kindertagesstätte Lutkihaus Zeißig, Hoyerswerda/OT Zeißig","Dorfaue 2
02977 Hoyerswerda/OT Zeißig",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kindertagesstätte Naseweis, Oelsnitz/Neuwürschnitz","Sandstraße 48
09376 Oelsnitz/Neuwürschnitz",Frau: Stephanie Kluge,037296 3231,037296 932165,kita.naseweis@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/kitas/kita-kindertagesstaette-naseweis-neuwuerschnitz,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Kindertagesstätte Pfiffikus, Bernsdorf","Albert-Schweitzer-Str. 1a
02994 Bernsdorf",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kindertagesstätte Regenbogen- und Bummiland, Großröhrsdorf","J.-S-Bach-Str. 9
01900 Großröhrsdorf",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kindertagesstätte Schönborn, Schönborn","Langebrücker Straße 4
01465 Schönborn",Leiterin: Linda Petrik,03528/ 447474,03528/418340,kita.schoenborn@awo-radeberg.de,http://www.awo-radeberg.de,AWO Regionalverband Radeberger Land e.V.,http://www.awo-radeberg.de
"Kindertagesstätte Spielparadies, Hoyerswerda","Ferdinand-von-Schillstr. 19
02977 Hoyerswerda",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kindertagesstätte Waldwichtel, Weißwasser","Straße der Jugend 36
02943 Weißwasser",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbh,http://www.awo-lausitz.de
"Kindertagesstätte Wichtelburg, Pulsnitz","Polzenberg 16
01896 Pulsnitz",Frau: Carina Israel,03571-4885610,03571-4885605,bl-kjh@awo-lausitz.de,http://www.awo-lausitz.de,AWO Lausitz Pflege- und Betreuungs-gGmbH,http://www.awo-lausitz.de
"Kindertagesstätte Wichtelhaus Integrationseinrichtung, Oelsnitz","Badstraße 6 – 7
09376 Oelsnitz",Frau: Sylke Sperl,037298 2556,037298 175341,kita.wichtelhaus@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/kitas/kita-kindertagesstaette-wichtelhaus,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
"Kindertagesstätte | Familienzentrum „Rappel-Zappel“, Chemnitz","Paul-Arnold-Straße 1
09130 Chemnitz",Frau: Sophia Stange,0371 4014164,,kita.rappel-zappel@awo-chemnitz.de,http://www.awo-chemnitz.de/index.php/kitas-horte/kitas/kita-kindertagesstaette-rappel-zappel,AWO Soziale Dienste Chemnitz und Umgebung gGmbH,http://www.awo-chemnitz.de
